geneName	L21.Seq29.FA.11.WT.I	L22.Seq29.FA.11.KO.I	L23.Seq29.FA.12.WT.I	L24.Seq29.FA.12.KO.I	L25.Seq29.FA.13.WT.I	L26.Seq29.FA.13.KO.I	L27.Seq29.FA.14.WT.I	L28.Seq29.FA.14.KO.I	L29.Seq29.FA.15.WT.I	L30.Seq29.FA.15.KO.I
Tbxa2r	602	476	426	555	550	486	732	509	284	642
Tbxas1	19	22	12	9	16	20	38	19	1	17
Tc2n	3	1	1	2	0	0	0	0	1	1
Tcaf1	0	0	0	0	0	0	0	0	0	0
Tcaf2	0	0	0	0	0	0	0	0	0	0
Tcaf3	0	0	0	0	0	0	0	0	0	0
Tcaim	175	131	167	121	123	164	158	221	119	154
Tcam1	0	0	0	5	9	0	8	0	6	0
Tcap	0	0	0	0	0	0	0	0	0	1
Tcea1	1042	1054	1265	1031	924	1022	1244	1326	930	1472
Tcea1-ps1	4	4	7	6	5	5	7	4	5	3
Tcea2	273	169	208	205	228	191	244	278	147	230
Tcea3	0	0	3	0	0	0	0	0	0	2
Tceal1	1	0	0	0	0	1	0	0	0	0
Tceal3	1	3	0	0	1	0	6	4	0	7
Tceal5	0	0	0	0	0	0	0	0	0	0
Tceal6	0	0	0	0	0	0	0	0	0	0
Tceal7	0	0	0	0	0	0	0	0	0	0
Tceal8	8	6	14	13	5	0	3	6	10	0
Tceal9	899	900	916	828	728	813	932	1085	701	1146
Tceanc	228	209	343	263	246	343	420	381	308	387
Tceanc2	403	396	417	466	419	390	417	509	289	470
Tcerg1	2495	2448	2329	2367	2086	2268	2367	2799	1844	2897
Tcerg1l	0	0	0	0	0	0	0	0	0	0
Tcf12	1240	1372	1419	1286	1084	1361	1573	1934	1119	1672
Tcf15	0	0	0	0	0	0	0	0	0	0
Tcf19	1266	1304	927	1233	828	1021	1257	1438	538	1465
Tcf20	92	76	132	116	82	84	126	93	93	75
Tcf21	0	0	0	0	0	0	0	0	5	0
Tcf23	0	0	0	0	0	0	0	0	0	0
Tcf24	0	0	6	0	0	0	0	6	0	0
Tcf25	5833	4888	4963	4812	4980	4967	5971	5595	3672	5992
Tcf3	3205	2819	2178	3144	2711	2696	3570	3411	1509	3182
Tcf4	364	255	318	267	244	262	260	284	224	310
Tcf7	3574	2523	3341	2047	2593	2081	5119	2822	1770	2351
Tcf7l1	39	19	18	34	41	29	80	14	22	26
Tcf7l2	37	5	32	11	15	12	56	25	9	19
Tcfl5	0	0	0	1	0	1	0	0	0	0
Tchh	0	1	0	0	0	0	0	0	0	0
Tchhl1	0	0	0	0	0	0	0	0	0	0
Tchp	319	251	252	259	243	277	360	275	133	171
Tcim	0	0	0	0	0	0	0	0	0	0
Tcirg1	1728	1509	1616	1680	1729	1577	1947	1720	1012	1882
Tcl1	0	0	0	0	0	0	0	0	0	0
Tcl1b1	0	0	0	0	0	0	0	0	0	0
Tcl1b2	0	0	0	0	0	0	0	0	0	0
Tcl1b3	0	0	0	0	0	0	0	0	0	0
Tcl1b4	0	0	0	0	0	0	0	0	0	0
Tcl1b5	0	0	0	0	0	0	0	0	0	0
Tcn2	224	231	261	174	223	135	228	135	165	277
Tcof1	4457	3195	3190	2661	3214	3101	4031	4031	2235	3071
Tcp1	4396	4372	4640	3579	3209	3557	4764	4704	3427	4549
Tcp10a	0	0	0	0	0	0	0	0	0	0
Tcp10b	0	0	0	0	0	0	0	0	0	0
Tcp10c	0	0	0	0	0	0	0	0	0	0
Tcp11	19	18	13	5	9	6	16	43	7	15
Tcp11l1	7	2	2	0	6	5	2	8	3	3
Tcp11l2	3601	2414	4082	2683	2978	2570	4051	2837	2584	3519
Tcp11x2	0	0	9	4	0	0	0	0	0	0
Tcp1-ps1	0	0	0	0	0	0	0	0	0	0
Tcrg-C1	31	13	3	53	7	36	2	47	2	9
Tcrg-C2	145	44	154	34	65	80	104	60	62	129
Tcrg-C3	5	0	1	0	0	0	0	0	1	4
Tcrg-C4	14	2	37	0	14	10	27	13	1	14
Tcrg-V1	0	0	3	0	8	0	0	0	0	0
Tcrg-V3	5	0	1	0	0	0	0	0	0	2
Tcrg-V4	0	1	0	0	2	1	1	9	0	0
Tcrg-V5	2	3	4	3	4	0	6	2	5	7
Tcrg-V6	8	0	0	21	5	5	5	8	3	6
Tcrg-V7	2	0	0	0	0	0	0	0	0	0
Tcstv1	0	0	0	0	0	0	0	0	0	0
Tcstv3	0	0	0	0	0	0	6	0	0	0
Tcta	308	233	363	316	242	270	377	465	225	365
Tcte1	0	0	0	0	0	0	0	0	0	0
Tcte2	0	0	0	0	0	0	0	0	0	0
Tcte3	0	0	0	2	1	4	0	1	3	1
Tctex1d1	1	1	0	2	0	1	0	1	2	5
Tctex1d2	14	2	1	9	6	14	15	16	8	6
Tctex1d4	20	23	11	24	8	24	15	17	9	50
Tctn1	34	31	55	43	25	36	56	41	18	43
Tctn2	11	4	0	1	13	1	4	0	0	6
Tctn3	249	189	246	254	134	196	220	162	102	269
Tdg	1235	1125	1119	851	921	908	1058	1076	667	1110
Tdgf1	12	1	9	4	19	7	0	5	8	9
Tdgf1-ps1	0	0	0	0	0	0	0	0	0	0
Tdgf1-ps2	0	0	0	0	0	0	0	0	0	0
Tdg-ps	3	1	0	2	0	1	0	1	0	1
Tdh	0	0	3	0	5	0	3	0	0	0
Tdo2	12	4	3	2	6	9	4	6	9	3
Tdp1	606	528	441	517	439	475	539	529	268	508
Tdp2	950	860	1032	893	834	708	1004	1164	718	1240
Tdpoz1	0	0	0	0	0	0	0	0	0	0
Tdpoz2	0	0	0	0	0	0	0	0	0	0
Tdpoz3	0	0	0	0	0	0	0	0	0	0
Tdpoz4	0	0	0	0	0	0	0	0	0	0
Tdpoz5	0	0	0	0	0	0	0	0	0	0
Tdpx-ps1	7	5	6	1	2	2	6	4	1	8
Tdrd1	0	0	0	0	0	0	0	0	0	0
Tdrd12	0	0	0	0	0	0	0	0	0	0
Tdrd3	415	332	555	333	317	198	482	394	285	367
Tdrd5	0	0	3	0	0	0	0	0	0	0
Tdrd6	0	0	0	0	1	0	0	0	0	0
Tdrd7	252	195	147	201	97	169	232	326	135	259
Tdrd9	0	0	0	0	0	0	0	0	0	0
Tdrkh	22	60	64	38	36	28	5	60	13	69
Tdrp	74	5	96	2	46	2	259	12	46	0
Tead1	0	2	0	8	3	0	0	3	0	8
Tead2	14	21	31	41	31	20	34	19	22	28
Tead3	21	11	9	33	9	20	12	24	8	10
Tead4	0	0	3	0	0	0	0	2	0	1
Tec	461	518	690	529	591	545	611	525	430	621
Tecpr1	4451	4500	3504	4904	4545	4566	4728	5149	2834	5320
Tecpr2	80	130	154	92	91	108	103	100	73	114
Tecr	3171	3030	2722	3551	3013	3132	3763	3492	1912	4633
Tecrl	0	0	0	0	0	0	0	0	0	0
Tecta	1	0	1	0	0	0	0	0	0	0
Tectb	0	0	0	0	0	0	0	0	0	0
Tedc1	576	712	625	585	492	579	598	965	326	752
Tedc2	87	65	73	70	62	81	140	107	56	142
Teddm1a	3	0	0	1	0	1	0	0	2	0
Teddm1b	0	0	0	0	0	0	0	0	0	0
Teddm2	15	3	6	21	6	0	8	8	2	8
Teddm3	0	0	0	0	0	0	0	0	0	0
Tef	426	372	482	531	449	549	509	469	322	482
Tefm	187	174	217	176	193	142	225	218	151	274
Tek	0	0	0	0	0	0	0	0	0	0
Tekt1	0	0	0	0	2	0	0	0	0	0
Tekt2	6	0	0	2	2	0	7	2	3	1
Tekt3	0	0	0	0	0	0	0	0	0	0
Tekt4	0	0	0	4	0	0	0	0	0	0
Tekt5	0	0	0	0	0	0	4	0	0	0
Telo2	512	484	487	409	448	381	590	457	285	562
Ten1	632	663	602	822	721	764	890	757	502	1197
Tenm1	2	0	1	5	1	2	0	4	0	0
Tenm2	0	0	0	0	0	0	0	0	0	0
Tenm3	0	0	0	0	0	0	0	0	0	0
Tenm4	7	1	0	6	0	12	0	0	2	0
Tep1	610	589	464	331	403	391	369	518	334	322
Tepp	0	0	0	0	0	0	0	0	0	1
Tepsin	668	499	574	594	481	532	679	659	315	698
Terb1	4	0	0	2	0	0	0	0	0	0
Terb2	0	0	0	0	0	0	0	0	0	0
Terc	3	1	1	2	5	2	3	3	2	3
Terf1	879	680	758	741	524	653	684	929	698	1115
Terf2	449	407	487	403	429	446	441	391	288	443
Terf2ip	1069	998	971	939	1059	903	1079	1093	738	1241
Tert	128	95	34	26	31	53	62	47	2	88
Tes	5368	4403	5140	4556	4671	4484	6069	5305	3510	5919
Tesc	73	129	46	167	80	138	172	102	41	158
Tescl	0	0	1	0	0	0	0	0	0	0
Tesk1	507	533	390	521	497	639	638	626	351	702
Tesk2	66	69	50	51	53	45	71	66	59	70
Tesmin	0	0	0	16	12	11	0	0	7	10
Tespa1	714	746	663	601	586	641	807	750	501	1188
Tet1	89	48	45	48	52	23	69	26	19	33
Tet2	1649	1698	1564	1624	1326	1488	1315	1630	1362	1610
Tet3	774	734	721	824	633	733	824	854	515	813
Tex10	1668	1536	1885	1416	1494	1283	1508	1931	1514	2016
Tex101	0	0	0	0	0	0	0	0	0	0
Tex11	0	0	0	0	0	0	0	0	0	0
Tex12	0	1	2	2	1	5	1	1	1	7
Tex13a	0	0	0	0	0	0	0	0	0	0
Tex13b	0	0	0	0	0	0	0	0	0	0
Tex13c1	0	0	0	0	0	0	0	0	0	0
Tex13c2	6	16	19	11	3	12	10	2	3	2
Tex13c3	0	0	0	0	0	0	0	0	0	0
Tex14	5	10	55	34	12	34	24	46	12	24
Tex15	61	34	80	52	16	33	22	116	21	66
Tex16	0	0	0	0	0	0	0	0	0	0
Tex19.1	0	0	0	0	0	0	0	0	0	0
Tex19.2	0	0	0	0	1	0	0	0	3	0
Tex2	706	865	691	826	669	804	973	792	536	718
Tex21	0	0	0	0	0	0	0	0	0	0
Tex22	0	1	0	2	3	2	0	0	2	2
Tex24	0	0	0	0	0	0	0	0	0	0
Tex26	0	0	0	0	0	0	0	0	0	0
Tex261	2313	1923	2053	2499	2358	2155	2761	2455	1750	3168
Tex264	873	631	666	696	744	679	852	661	401	853
Tex28	0	0	0	0	0	1	0	0	0	0
Tex29	0	0	0	0	3	0	0	0	1	0
Tex30	358	352	427	444	308	302	352	517	332	718
Tex33	2	0	0	0	0	0	0	0	0	0
Tex35	0	0	0	0	0	0	0	0	0	0
Tex36	0	0	0	0	0	0	0	0	0	0
Tex37	0	0	0	0	0	0	0	0	0	0
Tex38	0	1	6	0	0	1	0	0	0	2
Tex43	0	0	2	0	0	0	3	3	2	0
Tex44	0	0	0	0	0	0	0	0	0	0
Tex45	1	0	0	2	0	4	0	0	0	0
Tex46	0	0	0	0	0	0	0	0	0	0
Tex47	0	0	0	0	0	0	0	0	0	0
Tex48	0	0	0	0	0	0	0	0	0	2
Tex50	0	0	0	0	0	0	1	0	0	0
Tex52	0	0	0	1	0	0	0	2	0	2
Tex9	271	316	296	272	215	319	305	324	211	388
Tfam	1655	1476	1990	1443	1286	1312	1730	1952	1140	1845
Tfap2a	0	0	2	1	2	0	0	0	2	0
Tfap2b	9	4	2	7	2	8	6	4	3	3
Tfap2c	0	0	0	0	0	0	0	0	0	0
Tfap2d	0	0	0	0	0	0	0	0	0	0
Tfap2e	0	1	0	0	0	0	0	0	0	0
Tfap4	8	9	15	20	11	18	20	27	9	26
Tfb1m	124	131	153	109	108	113	133	137	87	144
Tfb2m	286	239	273	242	208	244	262	274	215	362
Tfcp2	108	63	81	79	44	61	107	102	44	92
Tfcp2l1	4	0	6	4	9	0	0	10	1	1
Tfdp1	3089	3048	2431	2374	2023	2383	2787	2943	1593	2680
Tfdp2	669	616	717	527	582	458	557	654	527	461
Tfe3	546	579	467	580	532	617	629	774	417	654
Tfeb	460	493	345	600	613	591	513	603	304	757
Tfec	0	0	3	1	9	0	0	6	2	14
Tff1	2	0	0	0	0	0	0	0	0	0
Tff2	0	0	0	0	0	0	0	0	0	0
Tff3	0	0	0	0	0	0	0	0	0	0
Tfg	1586	1501	1755	1817	1352	1443	2144	2065	1419	2489
Tfip11	1454	1221	1112	1243	1234	1200	1682	1418	705	1311
Tfpi	38	58	88	60	58	42	30	61	23	91
Tfpi2	0	0	5	1	0	0	1	5	0	0
Tfpt	350	280	293	308	296	293	365	244	205	344
Tfr2	0	5	5	14	3	6	5	7	5	0
Tfrc	1206	1006	1071	674	686	850	922	1371	899	856
Tg	156	103	166	97	118	115	116	145	105	214
Tgds	447	450	618	487	411	437	532	592	383	729
Tgfa	0	0	0	0	0	0	0	0	0	1
Tgfb1	861	836	595	903	781	960	1070	1138	547	1029
Tgfb1i1	2	4	4	1	3	8	2	4	2	14
Tgfb2	0	0	0	0	0	0	0	0	3	0
Tgfb3	20	48	33	62	40	45	51	30	34	27
Tgfbi	93	52	185	67	111	58	171	99	33	85
Tgfbr1	334	265	453	352	211	329	416	354	425	357
Tgfbr2	5563	4553	4937	4262	4667	4106	5883	4655	3632	4396
Tgfbr3	70	128	61	41	70	88	52	147	48	74
Tgfbr3l	2	13	4	2	6	7	9	5	5	12
Tgfbrap1	666	652	605	482	563	603	600	698	481	547
Tgif1	469	363	445	407	411	389	475	576	413	651
Tgif1-ps	0	0	0	0	0	0	0	0	0	0
Tgif2	20	13	15	6	5	8	11	5	6	22
Tgif2lx1	0	0	0	0	0	0	0	0	0	0
Tgif2lx2	0	0	0	0	0	0	0	0	0	0
Tgif2-ps1	0	0	0	0	0	0	0	0	0	0
Tgif2-ps2	0	0	0	0	0	0	0	0	0	0
Tgm1	46	11	0	4	7	2	46	6	8	8
Tgm2	123	22	55	20	58	18	70	45	84	47
Tgm3	0	0	0	0	0	0	0	0	0	0
Tgm4	1	3	2	2	0	7	0	0	4	0
Tgm5	0	0	0	0	0	0	0	0	0	0
Tgm6	1	0	0	1	0	0	0	1	0	2
Tgm7	1	3	0	0	0	0	0	3	1	0
Tgoln1	7885	5820	7503	5165	5592	4993	6880	7127	6297	6979
Tgs1	924	804	999	890	801	756	928	952	803	1103
Tgtp1	621	282	729	321	559	322	1137	460	575	589
Tgtp2	2762	1866	3198	2044	2856	2085	3928	2630	2741	3736
Th	0	0	0	0	0	0	0	0	0	0
Tha1	149	52	86	100	158	117	122	67	31	109
Thada	1153	650	924	526	525	568	1096	762	557	607
Thap1	137	114	140	158	135	135	155	186	113	238
Thap11	803	508	614	772	677	652	768	745	396	786
Thap12	1473	1432	1558	1189	1226	1156	1619	1453	1191	1806
Thap2	77	107	109	126	71	127	138	106	96	149
Thap3	1093	653	691	899	943	760	1107	812	589	1232
Thap4	248	210	190	226	277	280	259	284	146	332
Thap6	185	197	165	120	159	146	153	191	176	136
Thap7	541	446	458	581	558	517	758	566	295	644
Thap8	7	5	2	1	7	3	0	1	0	1
Thbd	0	9	0	0	7	3	0	1	0	0
Thbs1	8	5	0	0	0	0	13	0	0	8
Thbs2	0	2	0	0	0	0	0	0	0	0
Thbs3	3	0	0	0	5	10	0	5	4	0
Thbs4	0	0	0	0	0	0	0	0	0	0
Theg	0	0	0	0	0	0	0	0	0	0
Thegl	4	0	2	0	0	0	0	0	0	2
Them4	79	114	94	122	72	124	178	139	106	107
Them5	0	0	0	0	0	0	0	0	0	0
Them6	74	51	49	60	77	86	109	72	48	73
Them7	0	0	0	5	0	0	0	0	0	0
Themis	6484	6158	7552	6411	5823	5776	7574	8939	6303	8095
Themis2	1989	1296	1284	1248	1609	1221	2063	1713	1330	1516
Themis3	0	0	0	0	0	0	0	0	0	0
Thg1l	138	126	108	96	101	98	92	136	102	94
Thnsl1	71	49	31	49	57	44	126	97	32	31
Thnsl2	48	36	32	29	31	43	36	39	27	34
Thoc1	1725	1639	1905	1596	1374	1365	2059	1956	1561	2075
Thoc2	4217	3640	4744	3527	3326	3394	4402	4526	3915	5335
Thoc3	1462	1280	1023	1019	952	981	1341	1069	727	1233
Thoc5	1185	1029	1119	899	979	913	1115	986	743	1206
Thoc6	838	736	720	663	695	647	748	850	382	876
Thoc7	656	678	692	909	657	755	813	883	678	1237
Thop1	240	155	110	196	210	167	197	143	84	206
Thpo	0	1	0	0	0	0	0	0	0	0
Thra	11	6	3	11	16	3	20	1	5	17
Thrap3	3519	2994	2833	2277	2349	2369	2501	3385	2193	2571
Thrb	8	5	9	5	5	8	25	15	1	3
Thrsp	2	2	5	5	1	0	5	2	6	0
Thsd1	0	4	0	20	0	7	0	0	7	0
Thsd4	0	0	0	0	1	0	0	0	0	0
Thsd7a	0	0	0	0	0	0	0	0	0	0
Thsd7b	64	31	120	41	141	67	110	78	141	125
Thtpa	229	204	183	287	251	255	265	270	113	311
Thumpd1	2094	1566	1888	1543	1882	1694	2302	2291	1621	2153
Thumpd2	301	250	430	260	319	236	306	243	262	401
Thumpd3	1574	1683	1942	1373	1381	1387	1970	1861	1190	2194
Thy1	1070	1007	999	1550	1280	1236	1571	1442	902	1809
Thyn1	1089	936	1121	1092	846	990	1075	951	723	1256
Tia1	1847	1773	2375	1850	1730	1576	2421	2248	1640	2365
Tial1	425	386	448	475	426	477	466	493	467	480
Tiam1	55	62	24	46	21	47	19	45	20	44
Tiam2	48	15	28	45	15	11	3	22	35	21
Ticam1	201	126	193	225	236	195	247	219	120	305
Ticam2	20	40	29	28	27	55	26	50	22	44
Ticrr	503	447	386	353	266	358	332	396	184	304
Tie1	0	0	0	0	0	0	0	0	0	0
Tifa	20	8	56	13	13	5	12	15	25	25
Tifab	35	12	41	35	41	40	34	43	23	45
Tigar	272	215	354	250	209	232	252	402	198	262
Tigd2	856	723	983	748	779	680	950	735	703	1027
Tigd3	48	44	54	18	14	27	5	75	10	15
Tigd4	0	0	0	0	0	0	0	0	0	0
Tigd5	28	15	17	33	60	65	43	28	34	42
Tigit	2406	2093	1879	2086	2360	2384	2461	2471	2006	5080
Timd2	0	0	0	0	0	0	5	0	0	0
Timd4	6	0	5	0	15	1	7	4	0	0
Timeless	1584	1418	1093	952	941	986	1483	1421	687	1321
Timm10	160	112	165	216	197	187	279	261	130	277
Timm10b	306	238	267	303	276	247	290	315	255	421
Timm13	942	835	664	1327	1116	988	1166	1056	551	1313
Timm17a	1674	1657	1565	1783	1289	1553	2085	1960	1204	2261
Timm17b	844	797	584	1030	797	844	993	882	477	1252
Timm21	538	441	586	490	473	444	665	562	439	655
Timm22	858	821	859	893	793	860	1033	1024	521	1353
Timm23	750	679	771	811	699	712	1001	894	612	990
Timm29	886	1083	974	1020	1100	1030	1064	1261	908	1337
Timm44	872	782	852	668	635	704	914	803	533	887
